,ifm_peak_frequency,ifm_stop,ifm_peak_freq_resolution,ifm_rms,ifm_region_id,ifm_peak_amplitude,ifm_start,ifm_terminal_frequency,ifm_duration,cf_peak_frequency,cf_stop,cf_peak_freq_resolution,cf_rms,cf_region_id,cf_peak_amplitude,cf_start,cf_terminal_frequency,cf_duration,tfm_peak_frequency,tfm_stop,tfm_peak_freq_resolution,tfm_rms,tfm_region_id,tfm_peak_amplitude,tfm_start,tfm_terminal_frequency,tfm_duration,audio_file,terminal_frequency_threshold,video_annot_id,num_bats,0,duration,peak_freq_resolution
20,97490.34749034749,0.001184,1923.0769230769229,0.01277388893952906,fm1,0.028778076171875,0.000148,93629.34362934364,0.001036,106214.19127368886,0.019336000000000002,110.13215859030836,0.016652877808424827,cf1,0.032470703125,0.001184,106214.19127368886,0.018152,97791.79810725553,0.020604,1572.3270440251572,0.020523157735012232,fm2,0.0496826171875,0.019336000000000002,92271.29337539432,0.001268,segment_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp,-10,Aditya_2018-08-16_21502300_40,2,,,
21,102754.2372881356,0.001972,2100.840336134454,0.056279608102757235,fm1,0.114410400390625,0.0010279999999999998,99576.27118644069,0.000944,105746.1558972536,0.046976,44.4365446142908,0.12814527571434986,cf1,0.307586669921875,0.001972,105568.39392054039,0.045004,102791.87817258883,0.047764,2525.252525252525,0.02080262536587855,fm2,0.042572021484375,0.046976,100253.80710659898,0.000788,segment_matching_annotaudio_Aditya_2018-08-16_21502300_41_hp,-10,Aditya_2018-08-16_21502300_41,1,,,
22,100498.3388704319,0.001572,1655.6291390728477,0.00935713907814473,fm1,0.017669677734375,0.000368,91362.12624584716,0.001204,107089.41264496821,0.012264,186.98578908002992,0.013141162233891723,cf1,0.0279541015625,0.001572,106621.77328843996,0.010692,105082.41758241759,0.01372,1366.120218579235,0.01582703708503471,fm2,0.03662109375,0.012264,88598.90109890111,0.001456,segment_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp,-10,Aditya_2018-08-16_21502300_43,2,,,
23,110119.04761904762,0.0020039999999999997,1968.5039370078741,0.02294037857028884,fm1,0.046661376953125,0.0009960000000000001,104166.66666666669,0.001008,110014.28211375284,0.049616,42.00268817204301,0.10626033447283803,cf1,0.21173095703125,0.0020039999999999997,109951.27278837268,0.047612,107789.85507246378,0.05072,1798.5611510791364,0.027452819007611328,fm2,0.063385009765625,0.049616,102355.07246376813,0.001104,segment_matching_annotaudio_Aditya_2018-08-16_21502300_44_hp,-10,Aditya_2018-08-16_21502300_44,1,,,
24,107142.85714285713,0.001816,1453.4883720930234,0.017198402287052283,fm1,0.03729248046875,0.00044400000000000006,99854.22740524783,0.001372,109372.08869014347,0.044752,46.572280178837566,0.030173369050329968,cf1,0.07470703125,0.001816,109325.507732439,0.042936,105102.04081632654,0.045732,2032.520325203252,0.009298398825739818,fm2,0.01910400390625,0.044752,102040.81632653062,0.00098,segment_matching_annotaudio_Aditya_2018-08-16_21502300_45_hp,-10,Aditya_2018-08-16_21502300_45,1,,,
25,107432.43243243244,0.0017280000000000002,1344.0860215053765,0.09509007668106567,fm1,0.217681884765625,0.000248,97972.972972973,0.00148,109896.67833660661,0.048572000000000004,42.69125683060109,0.13748851155486014,cf1,0.316802978515625,0.0017280000000000002,109811.28853214926,0.046844,109116.02209944752,0.049296,2747.2527472527468,0.015673733454880746,fm2,0.03009033203125,0.048572000000000004,103591.16022099447,0.000724,segment_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp,-10,Aditya_2018-08-16_21502300_46,2,,,
26,107615.89403973511,0.0014119999999999998,3289.4736842105267,0.012346278121672069,fm1,0.026611328125,0.000808,102649.00662251656,0.000604,106974.65799506617,0.019247999999999998,112.10762331838563,0.03749471273949682,cf1,0.07928466796875,0.0014119999999999998,106862.52522987216,0.017836,105714.28571428572,0.020648,1420.4545454545455,0.021594307902520468,fm2,0.0447998046875,0.019247999999999998,93571.42857142858,0.0014,segment_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp,-10,Aditya_2018-08-16_21502300_47,2,,,
27,105095.54140127386,0.001236,3164.556962025317,0.008723634349431615,fm1,0.017303466796875,0.000608,101910.82802547769,0.000628,107573.79875026934,0.0198,107.7121930202499,0.033304713088400266,cf1,0.0653076171875,0.001236,107519.93104934283,0.018563999999999997,105590.06211180126,0.021088,1543.20987654321,0.026200110021734647,fm2,0.06005859375,0.0198,100155.2795031056,0.001288,segment_matching_annotaudio_Aditya_2018-08-16_21502300_62_hp,-10,Aditya_2018-08-16_21502300_62,1,,,
28,106368.56368563688,0.001772,1351.3513513513512,0.007695363073316763,fm1,0.0172119140625,0.000296,102303.52303523038,0.0014759999999999999,107204.48662640207,0.048132,43.13319530710835,0.017683735560466502,cf1,0.048919677734375,0.001772,107182.91630716137,0.046360000000000005,104790.41916167665,0.049468,1488.095238095238,0.006946155886714032,fm2,0.016754150390625,0.048132,102544.91017964072,0.001336,segment_matching_annotaudio_Aditya_2018-08-16_21502300_70_hp,-10,Aditya_2018-08-16_21502300_70,1,,,
29,94339.62264150943,0.001188,4629.62962962963,0.00784214094133159,fm1,0.0189208984375,0.0007639999999999999,103773.58490566038,0.000424,107760.43863348801,0.020156,105.39629005059021,0.041994624301821305,cf1,0.09161376953125,0.001188,107654.99789118515,0.018968000000000002,102564.10256410256,0.021404,1592.3566878980894,0.02135810608178384,fm2,0.053375244140625,0.020156,101762.82051282053,0.001248,segment_matching_annotaudio_Aditya_2018-08-16_21502300_73_hp,-10,Aditya_2018-08-16_21502300_73,1,,,
30,105691.05691056912,0.001424,2016.1290322580649,0.022933847997342258,fm1,0.039276123046875,0.00044,100609.75609756098,0.000984,108674.12828239346,0.047883999999999996,43.04407713498623,0.0645719160840323,cf1,0.1331787109375,0.001424,108609.55660783467,0.04646,106902.3569023569,0.049072000000000005,1677.8523489932886,0.03799997398240521,fm2,0.067291259765625,0.047883999999999996,100168.35016835015,0.001188,segment_matching_annotaudio_Aditya_2018-08-16_21502300_74_hp,-10,Aditya_2018-08-16_21502300_74,1,,,
31,102564.10256410256,0.00122,2118.64406779661,0.009406802795980024,fm1,0.018096923828125,0.00028399999999999996,98290.59829059828,0.000936,104161.45963509123,0.017224,124.9375312343828,0.04499522063916588,cf1,0.08428955078125,0.00122,104161.45963509123,0.016004,103535.35353535356,0.018808000000000002,1256.2814070351758,0.026605100144200016,fm2,0.060028076171875,0.017224,96590.9090909091,0.001584,segment_matching_annotaudio_Aditya_2018-08-16_21502300_98_hp,-10,Aditya_2018-08-16_21502300_98,1,,,
32,104859.3350383632,0.0025559999999999997,1275.5102040816328,0.04289051962090002,fm1,0.09942626953125,0.000992,99744.2455242967,0.001564,108127.51292360712,0.016484,143.51320321469575,0.08704975175795474,cf1,0.17303466796875,0.0025559999999999997,107840.32165422171,0.013928,105210.42084168336,0.01848,1000.0,0.0327057312727832,fm2,0.06890869140625,0.016484,93186.37274549098,0.001996,segment_matching_annotaudio_Aditya_2018-08-16_21502300_99_hp,-10,Aditya_2018-08-16_21502300_99,1,,,
33,104417.67068273094,0.00244,1000.0,0.00870407771405761,fm1,0.0177001953125,0.00044800000000000005,92369.4779116466,0.0019920000000000003,103947.07949055775,0.038872000000000004,54.88474204171241,0.019075279479242344,cf1,0.042633056640625,0.00244,103892.18269653055,0.036432,102272.72727272726,0.040368,1329.7872340425529,0.01609657718682899,fm2,0.036163330078125,0.038872000000000004,91577.54010695187,0.0014960000000000002,segment_matching_annotaudio_Aditya_2018-08-16_2324_10_hp,-10,Aditya_2018-08-16_2324_10,1,,,
34,102798.05352798056,0.00202,1213.5922330097087,0.014983022709153613,fm1,0.032379150390625,0.000376,93673.96593673967,0.001644,104180.75276087447,0.019768,112.66336187471836,0.034556579707278344,cf1,0.067413330078125,0.00202,103955.3752535497,0.017748,104294.47852760737,0.021072,1524.3902439024394,0.011190597907004676,fm2,0.022308349609375,0.019768,88957.05521472395,0.0013039999999999998,segment_matching_annotaudio_Aditya_2018-08-16_2324_117_hp,-10,Aditya_2018-08-16_2324_117,1,,,
35,100974.930362117,0.00252,1388.888888888889,0.008261762819474256,fm1,0.017181396484375,0.001084,95403.89972144847,0.001436,102528.08988764042,0.035272000000000005,61.050061050061046,0.023497151421015248,cf1,0.047760009765625,0.00252,102405.95994137763,0.032751999999999996,98666.66666666666,0.036772000000000006,1329.7872340425529,0.015182436085750763,fm2,0.041473388671875,0.035272000000000005,92666.66666666666,0.0015,segment_matching_annotaudio_Aditya_2018-08-16_2324_128_hp,-10,Aditya_2018-08-16_2324_128,1,,,
36,92905.40540540538,0.002092,1121.0762331838564,0.010123421207546144,fm1,0.025787353515625,0.00031600000000000004,88400.9009009009,0.0017760000000000002,101591.25351807752,0.020568,108.22510822510824,0.027553154710041557,cf1,0.053863525390625,0.002092,101591.25351807752,0.018476,99004.42477876108,0.022376,1101.3215859030836,0.012199537204932208,fm2,0.033416748046875,0.020568,88495.57522123895,0.001808,segment_matching_annotaudio_Aditya_2018-08-16_2324_129_hp,-10,Aditya_2018-08-16_2324_129,1,,,
37,107954.54545454547,0.00047599999999999997,5555.555555555556,0.0040595861593924025,fm1,0.007904052734375,0.000124,96590.90909090909,0.000352,106712.56454388985,0.014419999999999999,143.348623853211,0.01697470710760531,cf1,0.037750244140625,0.00047599999999999997,106569.1336775674,0.013944,106191.22257053289,0.016972,781.25,0.010122916235117916,fm2,0.029327392578125,0.014419999999999999,92868.33855799373,0.002552,segment_matching_annotaudio_Aditya_2018-08-16_2324_14_hp,-10,Aditya_2018-08-16_2324_14,1,,,
38,103881.2785388128,0.0019079999999999998,2272.7272727272725,0.014603335769127075,fm1,0.026397705078125,0.001032,98173.51598173515,0.0008759999999999999,105316.97341513293,0.017556,127.74655084312724,0.034660496366247295,cf1,0.069549560546875,0.0019079999999999998,105253.06748466259,0.015648,103571.42857142858,0.018396,2358.490566037736,0.01940599468520453,fm2,0.0435791015625,0.017556,98809.52380952383,0.00084,segment_matching_annotaudio_Aditya_2018-08-16_2324_143_hp,-10,Aditya_2018-08-16_2324_143,1,,,
39,,,,,,,,,,102309.89370400656,0.010764,204.2483660130719,0.017029902758711534,cf1,0.03839111328125,0.00098,102105.47833197056,0.009784000000000001,102444.70314318976,0.0142,581.3953488372092,0.013578001484352002,fm1,0.0345458984375,0.010764,89057.04307334109,0.003436,segment_matching_annotaudio_Aditya_2018-08-16_2324_148_hp,-10,Aditya_2018-08-16_2324_148,1,,,
40,97826.08695652174,0.001204,3571.4285714285716,0.010488172811164265,fm1,0.021514892578125,0.0006519999999999999,99637.68115942027,0.000552,103267.88943425473,0.016687999999999998,129.13223140495867,0.04363702422308224,cf1,0.085479736328125,0.001204,103074.1410488246,0.015484,102589.64143426297,0.018696,992.0634920634919,0.013503014773359788,fm2,0.02935791015625,0.016687999999999998,91135.45816733068,0.002008,segment_matching_annotaudio_Aditya_2018-08-16_2324_15_hp,-10,Aditya_2018-08-16_2324_15,1,,,
41,98977.69516728626,0.0032,925.9259259259261,0.0509822266669628,fm1,0.115997314453125,0.001048,90148.69888475836,0.002152,107681.12109994712,0.033456,66.08511763150939,0.07827693135520976,cf1,0.164337158203125,0.0032,107317.55684822846,0.030256,104964.1148325359,0.0368,596.6587112171837,0.05307394897512237,fm2,0.136871337890625,0.033456,88217.70334928231,0.0033439999999999998,segment_matching_annotaudio_Aditya_2018-08-16_2324_154_hp,-10,Aditya_2018-08-16_2324_154,1,,,
42,94132.02933985332,0.00244,1219.5121951219512,0.01367525149951,fm1,0.038970947265625,0.0008039999999999999,93520.78239608805,0.0016359999999999999,107531.29489021137,0.021932,102.58514567090685,0.062451026307241524,cf1,0.147491455078125,0.00244,107326.08249538274,0.019492,106135.98673300166,0.024344,827.8145695364238,0.02197661148976244,fm2,0.0523681640625,0.021932,92039.80099502488,0.002412,segment_matching_annotaudio_Aditya_2018-08-16_2324_156_hp,-10,Aditya_2018-08-16_2324_156,1,,,
43,93641.1149825784,0.0030039999999999997,868.0555555555555,0.027318934840969526,fm1,0.062652587890625,0.000708,89721.2543554007,0.0022960000000000003,107705.9737952476,0.021016,111.01243339253996,0.04853651127546765,cf1,0.08935546875,0.0030039999999999997,107428.38107928047,0.018012,107553.95683453238,0.023796,718.3908045977013,0.02761911805914306,fm2,0.0860595703125,0.021016,85251.79856115108,0.00278,segment_matching_annotaudio_Aditya_2018-08-16_2324_159_hp,-10,Aditya_2018-08-16_2324_159,1,,,
44,101598.17351598176,0.0012720000000000001,2272.7272727272725,0.00355831636129626,fm1,0.00732421875,0.000396,97031.96347031964,0.0008759999999999999,106019.15184678523,0.015892,136.76148796498907,0.012650067483420105,cf1,0.026214599609375,0.0012720000000000001,105745.55403556774,0.01462,93047.03476482617,0.017848,1020.4081632653059,0.0137711021413485,fm2,0.039794921875,0.015892,89979.55010224949,0.001956,segment_matching_annotaudio_Aditya_2018-08-16_2324_165_hp,-10,Aditya_2018-08-16_2324_165,1,,,
45,104072.39819004525,0.002164,1126.1261261261259,0.09802078662055706,fm1,0.20074462890625,0.000396,93325.79185520363,0.001768,106103.75615763546,0.028148000000000003,76.94675284702986,0.28328917477148224,cf1,0.535125732421875,0.002164,105795.87438423645,0.025983999999999997,100000.0,0.029968,1096.4912280701753,0.09239847695926118,fm2,0.154998779296875,0.028148000000000003,90659.34065934068,0.00182,segment_matching_annotaudio_Aditya_2018-08-16_2324_167_hp,-10,Aditya_2018-08-16_2324_167,1,,,
46,,,,,,,,,,106300.87005332584,0.014884,140.2918069584736,0.031597515614497126,cf1,0.06982421875,0.0006320000000000001,106160.53887173733,0.014252,104613.7339055794,0.016748,1068.3760683760684,0.02874853231694655,fm1,0.06256103515625,0.014884,90665.23605150217,0.001864,segment_matching_annotaudio_Aditya_2018-08-16_2324_179_hp,-10,Aditya_2018-08-16_2324_179,1,,,
47,,,,,,,,,,106248.01776086267,0.01318,158.5288522511097,0.06749877983355125,cf1,0.1375732421875,0.0005679999999999999,106168.72819536948,0.012612,105300.85959885387,0.014575999999999999,1428.571428571429,0.02541237557001137,fm1,0.05511474609375,0.01318,89541.54727793697,0.001396,segment_matching_annotaudio_Aditya_2018-08-16_2324_180_hp,-10,Aditya_2018-08-16_2324_180,1,,,
48,102484.47204968946,0.001448,1543.20987654321,0.005959166249173907,fm1,0.013275146484375,0.00016,94720.49689440997,0.001288,104868.11065837444,0.0201,107.2041166380789,0.013920787588128229,cf1,0.03167724609375,0.001448,104814.49710486812,0.018652000000000002,104005.16795865633,0.021648,1288.659793814433,0.005839735907067822,fm2,0.0142822265625,0.0201,93669.25064599485,0.0015480000000000001,segment_matching_annotaudio_Aditya_2018-08-16_2324_182_hp,-10,Aditya_2018-08-16_2324_182,2,,,
49,104166.66666666669,0.0014880000000000002,1724.1379310344828,0.06891186813564577,fm1,0.114501953125,0.000336,92881.94444444444,0.001152,105214.42495126704,0.022008,97.42790335151987,0.190598037920422,cf1,0.46148681640625,0.0014880000000000002,105019.49317738789,0.02052,102205.88235294119,0.023368,1461.9883040935672,0.2397573546688375,fm2,0.425628662109375,0.022008,88235.29411764706,0.0013599999999999999,segment_matching_annotaudio_Aditya_2018-08-16_2324_184_hp,-10,Aditya_2018-08-16_2324_184,1,,,
50,101439.79057591622,0.001568,1302.0833333333333,0.006976945679578216,fm1,0.0146484375,4e-05,92931.93717277488,0.0015279999999999998,104088.95265423242,0.015508000000000001,143.4308663224326,0.017381401312817752,cf1,0.03564453125,0.001568,103802.00860832137,0.013940000000000001,101876.67560321717,0.017,1336.8983957219252,0.01270541351550017,fm2,0.028900146484375,0.015508000000000001,93833.78016085793,0.001492,segment_matching_annotaudio_Aditya_2018-08-16_2324_192_hp,-10,Aditya_2018-08-16_2324_192,1,,,
51,,,,,,,,,,105382.08709942481,0.015184,136.91128148959476,0.013368394102917356,cf1,0.02691650390625,0.00058,105245.13831826896,0.014603999999999999,102216.74876847288,0.015996,2450.980392156863,0.009668025286013258,fm1,0.019134521484375,0.015184,96059.1133004926,0.0008119999999999999,segment_matching_annotaudio_Aditya_2018-08-16_2324_196_hp,-10,Aditya_2018-08-16_2324_196,1,,,
52,,,,,,,,,,106620.2988150438,0.040760000000000005,51.51452709664125,0.05261113316156549,cf1,0.1063232421875,0.0019399999999999999,106414.21947449767,0.03882,98021.58273381297,0.041872,1785.7142857142858,0.021672187778551632,fm1,0.048187255859375,0.040760000000000005,95323.74100719426,0.001112,segment_matching_annotaudio_Aditya_2018-08-16_2324_198_hp,-10,Aditya_2018-08-16_2324_198,1,,,
53,106783.91959798997,0.000884,2500.0,0.06289904653915153,fm1,0.13116455078125,8.8e-05,105527.63819095476,0.000796,109015.42111506524,0.017744,118.59582542694496,0.13353426297926532,cf1,0.2501220703125,0.000884,108956.10913404508,0.01686,107074.56978967496,0.019836000000000003,954.1984732824428,0.052124877343555885,fm2,0.11962890625,0.017744,89388.14531548756,0.002092,segment_matching_annotaudio_Aditya_2018-08-16_2324_20_hp,-10,Aditya_2018-08-16_2324_20,2,,,
54,105828.22085889573,0.0013599999999999999,3048.7804878048787,0.013838554987143243,fm1,0.027984619140625,0.000708,99693.25153374234,0.0006519999999999999,106206.55412115193,0.0215,99.28514694201748,0.029142383027777632,cf1,0.062469482421875,0.0013599999999999999,106007.94438927507,0.02014,103316.32653061225,0.022284,2525.252525252525,0.009671592996396307,fm2,0.02001953125,0.0215,100765.30612244901,0.000784,segment_matching_annotaudio_Aditya_2018-08-16_2324_202_hp,-10,Aditya_2018-08-16_2324_202,1,,,
